Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,PhotoAmt,description_wordcount
2,9,266,0,2,2,6,7,2,1,1,1,1,1,1,50,41326,2217,0,1.0,16
1,13,307,0,1,2,0,0,2,2,1,1,2,1,1,0,41326,187,0,4.0,42
1,36,109,307,1,3,0,0,2,2,2,1,1,1,1,0,41326,3764,0,2.0,61
2,6,254,0,2,1,3,0,1,1,1,1,1,2,2,0,41326,3678,0,3.0,23
1,4,307,141,2,5,0,0,2,1,2,2,2,1,1,0,41326,3764,0,11.0,67
1,18,307,0,2,1,2,7,3,1,1,1,1,1,1,0,41401,1243,0,4.0,102
2,12,266,0,1,6,7,0,3,1,1,1,1,1,1,20,41401,864,0,5.0,22
1,12,205,0,1,1,2,0,1,3,3,3,3,2,1,0,41336,4409,0,5.0,103
2,2,266,0,1,1,4,0,2,2,2,2,3,1,1,0,41326,4822,0,0.0,20
2,3,299,0,1,2,0,0,1,1,2,1,2,1,1,0,41326,1834,0,2.0,113
1,1,307,0,1,2,0,0,1,1,2,2,2,1,1,0,41326,1348,0,1.0,21
2,12,251,0,2,6,0,0,2,1,3,3,3,1,1,0,41326,2610,0,3.0,20
1,3,307,0,1,1,2,7,2,1,2,2,2,1,2,0,41401,2880,0,5.0,149
1,6,307,0,2,5,0,0,2,2,2,1,2,1,1,0,41401,2672,0,6.0,63
2,6,266,0,2,2,4,7,2,1,1,1,1,1,1,0,41327,692,0,1.0,2
2,2,306,266,2,1,7,0,1,1,2,1,2,1,1,0,41401,3264,0,1.0,44
1,4,307,109,1,3,0,0,2,2,1,2,1,1,1,0,41326,1315,0,3.0,20
1,2,152,307,2,5,0,0,2,1,2,1,2,1,1,0,41326,3764,0,8.0,27
2,7,265,0,2,3,0,0,2,2,1,1,3,1,1,0,41401,3079,0,2.0,51
1,24,307,0,2,7,0,0,2,1,1,1,1,1,1,250,41326,823,0,5.0,52
2,5,266,0,3,1,2,7,1,1,3,3,3,1,3,0,41401,3325,0,1.0,62
2,1,265,0,1,1,6,7,1,2,2,2,2,1,3,0,41326,4355,0,5.0,61
2,2,266,266,1,1,7,0,1,1,2,2,3,1,2,0,41401,267,0,5.0,179
1,24,141,0,2,1,0,0,3,1,3,1,1,1,1,0,41401,349,0,2.0,61
1,6,307,0,2,2,7,0,2,3,1,1,1,1,1,0,41326,3293,0,4.0,74
1,24,218,307,1,3,0,0,2,2,2,2,2,1,1,20,41327,2796,0,2.0,25
1,3,307,0,1,1,5,0,2,1,2,1,2,1,2,0,41401,834,0,4.0,96
2,3,264,0,2,2,6,0,1,3,2,1,2,1,1,0,41332,4261,1,4.0,15
1,1,307,0,1,1,2,0,2,1,2,2,2,1,1,0,41330,5268,0,1.0,130
1,13,307,0,1,1,0,0,1,3,1,2,2,1,1,220,41401,2220,0,6.0,23
2,4,266,0,2,1,6,0,2,1,2,2,2,1,1,10,41326,3157,0,4.0,21
2,1,266,0,2,4,7,0,1,1,2,1,2,2,1,0,41401,1909,0,3.0,104
2,15,266,0,1,1,7,0,2,1,1,1,1,1,1,0,41326,4479,0,1.0,15
1,1,307,307,2,3,0,0,2,1,2,2,2,1,1,0,41326,3071,0,1.0,24
2,2,266,0,1,6,7,0,2,1,2,2,2,1,1,0,41326,409,0,5.0,19
1,2,307,0,2,1,7,0,2,1,1,1,2,1,1,0,41327,692,0,1.0,41
2,48,299,0,2,7,0,0,2,1,3,3,1,1,1,0,41336,2282,0,2.0,36
1,24,307,0,1,4,7,0,2,1,3,3,3,1,1,0,41401,5186,0,1.0,15
2,1,265,0,3,5,6,0,1,2,2,2,2,1,5,0,41326,2559,0,3.0,17
2,2,266,266,2,1,3,7,1,1,2,2,2,1,1,0,41401,891,0,7.0,63
1,3,307,0,2,1,2,0,2,1,2,2,2,1,1,0,41326,4017,0,3.0,68
1,2,307,0,2,1,2,0,2,2,1,1,2,1,1,50,41326,1943,0,3.0,12
2,1,288,0,1,5,7,0,2,2,3,3,3,1,1,0,41326,3521,0,1.0,4
2,0,266,0,1,4,5,0,2,1,2,2,2,1,2,0,41326,859,0,10.0,44
2,3,292,299,3,3,5,6,2,2,2,1,2,1,3,0,41325,4621,0,11.0,13
1,2,307,307,2,1,2,0,2,1,2,2,2,1,2,0,41330,910,0,1.0,0
1,72,69,307,1,3,0,0,2,2,1,1,2,1,1,0,41327,692,0,1.0,37
2,2,266,0,3,1,2,7,2,1,2,2,2,1,2,0,41401,5447,0,4.0,27
2,4,266,0,2,1,0,0,2,1,2,1,1,1,1,0,41401,4049,0,2.0,5
2,3,265,265,1,2,0,0,1,2,2,2,2,1,1,0,41326,774,0,4.0,6
2,4,292,0,2,7,0,0,1,1,1,1,2,1,1,0,41401,5386,0,0.0,23
1,9,307,0,2,1,0,0,3,2,3,3,3,1,1,0,41326,1684,0,1.0,76
2,1,266,0,1,1,7,0,2,1,2,2,2,1,1,0,41401,4741,0,1.0,43
1,12,307,0,1,2,0,0,2,1,1,1,1,1,1,0,41401,2631,0,2.0,68
2,18,266,0,2,1,2,6,1,1,1,1,1,1,1,0,41326,1179,0,5.0,138
1,2,307,0,2,4,0,0,2,2,2,1,2,1,1,0,41330,5341,0,1.0,24
1,6,307,0,2,2,0,0,2,1,2,1,2,1,1,0,41327,5513,0,6.0,60
2,6,299,266,1,7,0,0,2,2,2,2,2,1,1,0,41401,1815,0,6.0,80
2,8,300,266,2,1,2,4,2,1,2,1,2,1,1,0,41326,3782,0,6.0,21
2,2,266,0,2,6,7,0,1,1,2,2,2,1,1,50,41326,1583,0,4.0,26
2,1,299,0,1,2,4,0,1,1,2,2,2,1,1,0,41326,1016,0,5.0,117
1,3,307,0,2,1,2,0,2,1,2,2,2,1,1,0,41326,5316,1,4.0,65
2,0,265,0,2,7,0,0,2,2,2,2,3,1,1,0,41326,2684,0,1.0,60
2,2,299,306,3,1,4,7,1,1,2,2,2,1,4,0,41326,1375,0,2.0,136
2,2,266,266,3,3,0,0,1,1,1,1,2,1,2,0,41401,3102,0,4.0,36
1,72,207,0,1,2,5,6,1,2,3,3,3,2,1,0,41401,5219,0,6.0,111
2,2,266,0,2,5,6,7,2,1,1,1,2,1,2,0,41326,5033,0,12.0,199
2,24,292,0,2,4,6,7,3,1,1,1,1,1,1,0,41401,1760,0,2.0,7
2,8,266,0,2,1,0,0,1,1,1,1,1,1,1,0,41327,692,0,1.0,2
1,32,179,0,1,5,0,0,1,2,1,1,2,1,1,200,41326,764,0,5.0,631
1,2,307,0,1,1,2,0,2,1,2,1,2,1,1,0,41326,4397,0,11.0,46
1,8,307,0,1,2,0,0,3,1,1,1,2,1,1,0,41326,1652,0,5.0,52
2,10,266,266,2,6,7,0,2,1,1,1,1,1,1,0,41401,4697,0,3.0,14
2,3,264,0,2,1,2,4,1,2,2,1,2,1,1,200,41401,1709,0,5.0,3
1,84,231,179,2,7,0,0,2,2,3,3,3,2,2,400,41326,763,0,2.0,103
2,3,299,266,2,1,7,0,1,1,1,1,2,1,1,0,41401,1983,0,5.0,38
1,3,307,0,1,1,7,0,2,2,1,1,2,1,1,0,41326,3064,0,5.0,13
2,2,265,265,2,6,0,0,2,2,2,1,2,1,1,0,41401,2672,0,3.0,26
2,2,265,0,1,1,5,6,2,2,2,1,2,1,1,0,41326,2247,0,11.0,306
2,4,266,0,1,5,6,7,2,1,2,1,2,1,2,0,41327,3499,1,9.0,63
2,12,265,0,3,1,7,0,2,2,3,3,3,1,4,0,41326,542,0,1.0,44
1,36,307,0,2,2,0,0,2,1,2,2,3,1,1,0,41326,5262,0,3.0,81
1,1,307,0,1,1,2,7,2,2,1,1,2,1,1,0,41330,1962,0,1.0,42
1,7,179,218,2,5,7,0,2,2,1,1,1,1,1,200,41326,1258,0,6.0,203
2,3,266,0,1,1,2,6,3,1,2,2,2,1,4,0,41326,5504,0,5.0,53
2,3,285,247,2,1,4,7,2,1,2,2,2,1,1,0,41401,3846,0,1.0,17
2,3,266,0,2,1,0,0,1,1,2,1,2,1,1,0,41336,718,0,1.0,124
2,4,266,266,3,6,0,0,2,1,2,2,1,1,3,100,41326,2395,0,7.0,84
1,13,178,0,1,5,0,0,1,2,1,1,1,1,1,0,41332,2224,0,3.0,29
1,15,307,0,2,1,0,0,2,1,1,1,1,1,1,0,41326,3928,0,3.0,10
1,2,307,0,2,1,2,0,1,1,3,3,3,1,1,0,41336,3938,0,1.0,37
1,60,179,130,2,1,0,0,1,1,3,1,2,1,1,1,41326,4119,0,2.0,57
2,4,265,0,1,1,0,0,2,2,2,2,2,1,1,0,41326,4344,2,11.0,111
2,2,266,0,2,1,4,7,2,1,2,1,2,1,1,0,41326,1082,0,2.0,15
1,4,307,307,2,4,0,0,2,1,1,1,1,1,1,50,41332,5414,0,3.0,95
2,36,266,0,1,1,6,0,2,1,1,1,1,1,1,0,41401,1174,0,1.0,86
2,4,266,0,1,1,7,0,2,1,1,1,2,1,1,0,41326,3996,0,4.0,110
2,36,266,0,1,2,7,0,3,1,1,1,1,1,1,0,41326,4748,0,5.0,187
2,12,264,264,1,1,0,0,2,3,2,2,3,1,1,300,41326,674,0,3.0,78
1,1,307,307,3,1,2,7,2,2,2,2,2,1,5,0,41326,3263,0,4.0,60
2,1,266,0,1,6,7,0,1,1,2,2,2,1,2,0,41326,1171,0,9.0,83
2,8,266,0,1,1,2,7,2,1,1,1,2,1,1,0,41326,265,2,6.0,116
1,3,307,0,1,2,0,0,2,1,1,1,2,1,1,100,41401,3999,0,2.0,48
1,2,307,0,1,2,7,0,1,1,2,1,2,1,1,0,41326,4612,0,1.0,26
2,3,243,0,3,6,7,0,1,1,2,2,2,1,2,0,41401,3868,0,2.0,95
1,24,189,0,1,1,2,0,3,1,3,3,3,1,1,0,41336,4678,0,1.0,3
1,1,307,307,3,2,7,0,3,2,2,2,2,1,2,0,41326,4598,0,4.0,56
1,7,307,0,2,1,2,0,2,1,1,1,1,1,1,0,41401,4486,0,6.0,72
1,2,307,218,2,1,2,0,1,1,2,2,2,1,1,0,41326,3027,0,4.0,24
1,2,307,307,2,2,3,0,2,2,3,1,1,1,1,0,41326,5080,0,1.0,12
2,1,283,0,2,4,7,0,1,1,2,2,2,1,1,0,41401,5234,0,3.0,74
2,0,266,0,2,7,0,0,2,1,2,2,2,1,1,0,41326,2577,0,1.0,10
2,2,265,0,2,1,7,0,1,2,2,1,2,3,1,0,41336,1353,0,2.0,79
2,36,264,0,1,4,5,0,3,3,1,1,1,1,1,0,41326,264,0,3.0,24
2,1,266,0,2,2,7,0,1,1,2,1,2,1,1,0,41327,2971,0,1.0,54
2,3,266,0,2,5,0,0,1,1,2,1,2,1,1,0,41401,2450,0,1.0,75
2,12,266,0,3,1,2,6,3,1,1,1,1,2,2,0,41326,5257,0,8.0,71
1,2,78,0,2,1,0,0,3,1,1,1,2,1,1,600,41326,1238,0,3.0,148
1,48,307,0,1,1,2,7,2,1,1,1,3,1,1,0,41326,1240,0,3.0,15
2,2,247,292,2,1,4,0,1,2,2,1,2,1,1,150,41326,2123,0,1.0,2
2,3,266,0,3,1,0,0,2,1,2,1,2,1,2,0,41327,3499,0,2.0,60
2,7,247,0,1,1,2,0,1,1,1,1,2,1,1,250,41330,5430,0,5.0,9
2,1,264,265,2,1,3,7,2,2,2,2,2,1,1,50,41326,1530,0,5.0,131
1,36,75,0,1,1,2,0,2,1,1,1,3,1,1,0,41326,3169,0,2.0,132
2,1,266,0,2,1,2,0,1,1,3,1,2,1,1,0,41401,60,0,3.0,36
1,2,307,0,1,1,2,0,1,1,2,2,2,1,1,0,41401,2855,0,5.0,99
1,3,218,195,2,1,6,0,2,2,1,1,1,1,1,300,41401,4233,0,9.0,43
2,1,266,0,2,2,6,7,2,1,2,2,2,1,1,80,41401,1924,0,3.0,95
2,26,266,0,3,1,2,7,1,1,2,2,1,1,4,0,41326,5305,0,12.0,40
1,7,109,109,2,2,0,0,3,3,1,1,2,1,1,500,41326,4007,0,1.0,2
1,2,307,0,1,1,2,0,2,1,3,3,2,1,1,0,41326,5451,0,1.0,14
2,4,266,0,1,4,7,0,2,1,1,1,2,1,1,0,41401,4381,0,17.0,58
2,3,266,0,3,1,4,7,2,1,2,2,2,1,2,0,41401,4511,0,1.0,15
1,108,202,0,2,1,2,0,2,2,1,1,1,1,1,0,41327,2835,0,0.0,128
1,8,307,104,2,1,4,7,2,2,1,1,1,1,1,0,41330,1877,0,5.0,90
1,3,307,307,1,2,7,0,2,2,2,2,2,1,1,0,41332,580,0,1.0,7
1,11,189,0,2,1,2,0,3,1,1,1,1,1,1,400,41326,1258,0,7.0,290
2,1,266,0,1,1,7,0,2,1,2,2,2,1,1,0,41401,4152,0,5.0,27
2,2,266,0,2,4,7,0,3,1,2,1,3,1,1,0,41326,512,0,4.0,42
1,1,109,307,3,2,6,7,2,1,2,2,2,1,3,50,41401,4365,0,3.0,6
1,2,307,0,2,1,0,0,2,1,2,1,2,1,1,0,41401,4089,0,2.0,19
2,2,266,0,1,1,2,7,1,1,2,1,2,1,2,0,41326,1595,0,5.0,9
2,26,248,285,2,1,6,7,2,3,1,1,2,1,1,0,41367,4760,0,12.0,63
2,7,299,265,1,1,6,0,2,2,3,3,3,1,1,0,41326,1093,0,4.0,79
1,1,307,307,2,1,7,0,2,1,2,2,2,1,5,0,41332,2627,0,4.0,111
1,5,179,0,2,2,5,0,1,1,1,1,2,1,1,100,41324,2575,0,0.0,38
2,4,265,0,1,1,6,0,2,2,2,2,2,1,1,0,41380,4587,0,3.0,45
1,1,307,0,1,1,2,0,2,1,2,1,2,1,1,0,41327,5513,0,2.0,26
2,8,252,0,2,1,4,0,2,2,1,1,1,1,1,0,41401,5186,0,1.0,9
1,8,307,0,2,1,3,0,2,2,1,1,1,1,1,0,41401,606,0,4.0,55
2,10,285,265,1,1,7,0,3,3,3,1,2,1,1,0,41401,5520,0,5.0,22
1,2,307,0,1,1,2,5,3,1,1,1,2,1,3,0,41326,5050,0,4.0,55
2,8,266,288,2,5,7,0,1,2,2,2,2,1,2,0,41401,2579,0,2.0,30
1,5,307,0,2,1,7,0,1,1,1,1,1,1,1,0,41326,107,0,4.0,41
1,1,307,307,2,1,2,6,1,1,2,1,2,1,1,50,41327,1102,0,2.0,27
2,4,266,0,2,6,7,0,2,1,2,1,2,1,1,0,41327,3499,0,4.0,40
1,60,189,307,1,1,2,0,3,2,3,3,2,1,1,0,41326,543,0,0.0,13
1,60,24,0,1,2,0,0,2,2,3,1,2,1,1,0,41326,4367,0,1.0,24
1,5,307,307,1,1,7,0,3,2,1,1,1,1,1,0,41326,4392,2,6.0,104
1,2,307,0,3,1,2,5,2,1,1,1,2,1,5,0,41401,4233,0,11.0,26
2,12,266,0,1,5,6,7,2,1,2,1,2,1,1,0,41327,3499,0,1.0,37
1,3,307,0,1,1,0,0,1,1,2,1,2,1,1,1,41326,5347,0,5.0,10
1,84,128,0,2,2,7,0,1,2,1,1,1,1,1,0,41326,3764,0,5.0,91
2,1,265,0,2,1,7,0,1,2,2,2,2,2,1,0,41401,2748,0,3.0,22
2,3,266,0,2,1,2,7,1,1,2,2,2,1,1,0,41401,640,0,1.0,52
2,3,266,0,2,1,0,0,3,2,2,2,3,1,1,0,41326,4916,0,2.0,22
1,27,307,307,2,2,7,0,2,2,2,2,2,1,1,0,41326,4998,0,3.0,31
1,2,307,0,1,5,7,0,2,1,2,1,2,1,1,0,41326,2703,0,3.0,24
2,4,266,0,2,1,0,0,1,1,2,2,2,1,1,0,41401,2032,0,3.0,71
1,48,179,0,1,5,0,0,1,2,2,1,2,1,1,0,41326,410,0,2.0,2
1,1,307,307,2,1,2,0,1,1,2,2,3,1,1,0,41326,1915,0,1.0,71
2,38,285,254,2,1,3,7,2,3,1,1,1,1,3,200,41401,877,0,2.0,19
1,1,307,0,2,3,7,0,2,1,2,2,2,1,1,0,41326,4700,0,4.0,52
1,6,129,0,2,2,7,0,1,1,1,1,2,1,1,500,41401,3056,0,3.0,109
1,96,307,0,2,1,2,0,2,2,1,1,1,1,1,0,41326,5527,0,2.0,81
1,2,307,307,2,2,7,0,2,2,1,1,2,1,1,0,41330,1962,0,4.0,27
1,3,307,0,2,2,0,0,2,1,3,3,2,1,1,0,41327,5140,0,2.0,37
1,2,307,0,2,2,7,0,2,2,1,1,2,1,1,0,41330,1962,0,1.0,5
1,4,307,0,2,1,0,0,2,1,1,1,2,1,1,0,41327,5513,0,7.0,60
2,60,285,0,2,7,0,0,2,3,1,1,2,1,1,500,41326,2055,0,3.0,19
2,11,266,0,1,3,0,0,1,1,1,1,1,1,1,0,41327,692,0,1.0,36
2,10,266,0,1,2,0,0,3,1,3,3,3,1,1,0,41332,2405,0,2.0,51
1,2,307,307,1,1,2,0,2,1,1,1,2,1,4,0,41326,5451,0,4.0,15
2,4,266,0,1,7,0,0,1,1,3,3,3,1,1,0,41401,3429,0,2.0,9
1,2,173,307,1,2,0,0,2,1,1,1,2,1,6,0,41326,3247,0,6.0,28
2,8,266,266,1,2,6,7,1,1,1,1,2,1,2,0,41326,1057,0,2.0,97
1,24,307,0,1,2,6,7,3,3,1,1,2,1,1,0,41326,3293,0,2.0,51
1,84,103,0,1,1,2,0,4,1,1,1,2,1,1,0,41326,3007,0,1.0,278
2,1,264,264,2,1,6,7,2,3,2,2,2,1,4,0,41326,2822,0,6.0,16
1,8,307,0,1,2,0,0,2,1,1,1,2,1,1,0,41324,4418,0,4.0,23
2,18,266,0,2,1,0,0,2,2,1,1,1,1,1,0,41401,3624,0,0.0,40
2,1,299,0,3,1,4,0,1,1,2,2,2,1,2,0,41336,1396,0,7.0,38
2,3,266,0,1,1,7,0,2,1,2,1,2,1,1,50,41401,4842,0,7.0,152
1,18,69,0,2,2,3,0,2,3,3,3,2,1,1,0,41326,3007,0,1.0,112
1,7,307,0,2,1,7,0,2,2,2,2,1,1,1,0,41327,1441,0,4.0,38
2,2,265,0,2,3,0,0,2,2,2,2,2,1,1,0,41401,2748,0,5.0,16
1,36,307,0,2,3,0,0,2,1,1,1,1,1,1,0,41326,3764,0,4.0,51
2,5,266,0,3,2,5,0,2,1,2,2,2,1,2,0,41325,4569,0,2.0,33
2,10,292,268,3,2,3,7,2,1,2,2,2,1,3,0,41326,2495,0,3.0,48
2,1,266,0,2,6,7,0,2,1,2,2,2,1,1,0,41401,1404,0,1.0,8
2,1,265,0,3,2,5,7,1,2,2,2,2,1,4,0,41326,381,0,2.0,82
2,4,266,0,2,2,0,0,2,1,2,1,2,1,1,0,41325,1550,0,1.0,47
1,1,207,0,2,1,2,0,1,3,1,1,2,1,1,700,41326,2523,0,3.0,86
1,1,39,218,3,1,5,7,2,1,2,1,2,1,4,0,41401,4778,5,5.0,50
2,3,265,0,1,4,5,7,2,2,2,2,2,1,1,0,41401,3409,0,2.0,23
2,15,266,266,3,4,5,7,2,1,3,3,3,1,2,0,41326,5453,0,4.0,54
1,1,307,0,1,1,0,0,2,1,1,1,2,1,1,0,41326,5451,0,7.0,69
1,1,307,0,2,2,7,0,2,1,2,2,2,1,1,0,41326,3007,0,2.0,100
2,3,241,0,2,6,0,0,2,2,2,2,2,1,1,0,41401,808,0,3.0,48
1,2,307,0,2,7,0,0,2,1,2,2,2,1,1,20,41327,2796,0,1.0,25
1,2,307,0,2,1,2,0,2,2,3,3,2,1,1,0,41326,5451,0,3.0,21
2,2,266,0,1,3,0,0,2,2,2,2,2,1,1,0,41326,709,0,1.0,42
1,3,128,307,1,2,7,0,2,2,1,1,2,1,1,0,41330,4253,0,3.0,27
1,2,307,307,2,7,0,0,2,2,2,2,2,1,1,0,41326,854,0,1.0,60
1,9,307,0,2,2,0,0,2,1,2,2,3,1,2,0,41401,2935,0,1.0,23
2,2,243,0,2,1,4,7,1,2,2,2,2,1,1,0,41326,4915,0,9.0,37
1,120,307,0,2,3,5,0,2,1,1,1,1,1,1,0,41327,1767,0,3.0,49
2,4,265,0,2,1,7,0,2,2,1,1,2,1,1,0,41326,486,0,5.0,70
2,7,266,266,2,2,5,7,2,1,1,1,1,1,1,0,41336,4296,0,3.0,4
2,7,265,248,2,2,6,7,2,2,1,1,2,1,1,0,41336,4859,0,4.0,48
1,3,307,0,2,2,0,0,2,2,1,1,2,1,1,0,41326,3293,0,2.0,44
1,3,307,0,1,4,7,0,2,1,2,2,2,1,1,0,41401,4424,0,2.0,43
1,12,307,0,2,7,0,0,2,1,1,2,1,1,4,0,41326,1394,0,14.0,82
2,12,299,0,2,2,3,0,2,1,1,1,1,1,1,0,41401,3633,0,3.0,45
2,2,266,0,1,1,7,0,2,1,2,1,2,1,1,0,41401,4381,0,2.0,87
1,2,307,0,2,2,7,0,2,1,1,1,2,1,1,0,41401,4429,0,5.0,31
2,3,299,0,2,2,3,0,2,1,1,1,2,1,1,0,41327,692,0,1.0,37
1,2,307,189,1,1,0,0,3,1,2,2,2,1,2,0,41326,4676,0,2.0,23
1,2,307,0,1,5,0,0,2,2,3,3,2,1,1,0,41326,5451,0,5.0,12
2,7,243,0,2,1,6,7,2,2,1,1,2,1,1,0,41326,4915,0,3.0,18
1,2,307,0,1,2,0,0,2,1,2,1,2,1,1,0,41401,4233,0,4.0,62
2,2,266,266,3,2,3,7,1,1,2,2,2,1,3,0,41401,1638,3,4.0,131
2,1,265,0,3,1,2,0,2,2,2,2,2,1,2,0,41401,3666,0,5.0,15
2,1,264,0,1,1,6,7,2,3,2,2,2,2,1,0,41326,1352,0,4.0,29
1,1,307,0,2,2,0,0,2,1,2,1,2,1,1,0,41326,4503,0,2.0,31
1,12,307,141,2,5,7,0,2,1,3,3,3,1,1,0,41326,3058,0,4.0,38
1,3,307,0,2,1,7,0,2,1,1,1,2,1,1,0,41326,4473,0,1.0,18
2,3,266,0,2,1,7,0,1,1,2,1,2,1,1,0,41336,718,0,1.0,124
2,16,247,0,1,2,7,0,2,2,2,1,2,1,2,100,41326,2123,0,2.0,2
1,24,307,0,1,1,2,4,2,2,1,1,1,1,1,0,41330,1877,0,3.0,63
1,3,307,0,3,4,0,0,2,2,1,1,1,1,2,0,41330,1877,0,2.0,77
2,4,266,0,1,1,7,0,2,1,1,1,3,1,1,0,41401,4616,1,5.0,98
1,24,307,307,2,2,0,0,2,1,1,1,1,2,1,20,41326,2477,0,2.0,26
2,3,266,0,1,1,3,7,2,2,2,2,2,1,1,0,41326,4915,0,5.0,4
1,2,307,0,2,2,0,0,2,1,2,2,2,1,1,20,41327,2796,0,1.0,25
2,1,265,0,2,2,5,7,1,2,2,2,2,1,1,0,41326,2656,0,3.0,24
2,1,266,0,2,2,0,0,1,1,2,2,2,1,1,0,41326,5206,0,3.0,64
1,1,307,0,2,7,0,0,1,1,2,1,2,1,1,100,41326,5328,0,1.0,27
1,6,307,307,1,1,4,7,3,1,1,1,2,1,1,100,41332,5414,0,4.0,34
1,4,307,0,2,1,2,5,2,1,1,1,2,1,1,0,41326,1454,0,5.0,4
2,3,285,264,2,5,6,0,2,3,2,2,2,1,1,0,41326,1699,0,2.0,12
2,1,266,0,1,4,7,0,2,1,2,2,2,1,1,0,41326,4938,0,7.0,96
1,1,307,26,1,1,2,0,3,2,1,1,2,1,1,0,41326,5451,0,3.0,47
1,3,218,0,1,1,0,0,3,3,1,1,2,1,1,0,41401,1004,0,1.0,7
1,60,103,0,2,1,0,0,2,2,1,1,1,1,1,0,41326,5355,0,0.0,18
1,17,117,307,2,3,0,0,2,1,1,1,1,1,1,0,41326,3764,0,2.0,43
2,4,266,0,2,1,2,0,2,2,2,1,2,1,1,0,41326,4428,0,2.0,103
1,8,307,0,1,2,7,0,2,2,1,1,1,1,1,0,41326,777,0,1.0,73
1,8,189,0,2,1,0,0,3,3,1,1,2,1,1,1000,41326,3460,0,2.0,24
1,0,307,0,2,1,2,0,2,2,3,3,3,1,5,0,41401,4018,0,9.0,28
2,1,266,0,3,1,6,7,2,1,2,2,2,1,4,0,41326,3628,0,5.0,36
2,6,276,285,2,2,4,7,2,2,1,1,2,1,1,100,41326,797,0,1.0,22
1,2,213,200,3,2,5,7,2,2,2,2,2,1,6,0,41326,1827,0,5.0,52
2,2,299,0,1,6,0,0,1,1,2,2,2,1,1,0,41326,4543,0,6.0,145
2,4,266,0,3,1,2,7,1,1,2,2,2,1,3,0,41326,2253,0,3.0,19
1,2,307,0,1,2,0,0,2,1,2,2,2,1,1,0,41326,4788,0,1.0,28
2,1,243,245,2,1,2,7,1,1,2,2,2,2,1,0,41326,863,0,4.0,35
1,3,307,0,2,2,7,0,2,1,1,1,2,1,1,0,41326,1454,0,1.0,4
1,2,307,0,2,1,2,0,2,1,2,2,2,1,1,20,41327,2796,0,1.0,20
2,1,254,254,3,1,2,7,1,2,2,2,2,1,5,0,41401,3549,0,20.0,60
1,60,205,0,2,1,7,0,1,2,3,1,1,1,1,0,41326,3916,0,1.0,94
1,0,307,0,3,1,2,0,2,1,2,2,2,1,4,0,41327,2835,0,3.0,31
2,4,266,0,2,1,4,7,1,1,2,2,2,1,1,0,41326,1139,0,5.0,36
2,10,266,0,2,2,3,7,1,1,1,1,2,1,1,0,41401,3336,0,4.0,40
1,4,307,0,2,1,7,0,2,1,1,2,2,1,1,0,41332,3553,0,2.0,12
2,1,299,266,2,1,6,7,2,2,1,1,2,1,1,0,41401,695,0,7.0,126
2,8,265,0,1,6,7,0,2,2,2,1,2,1,1,0,41326,903,0,2.0,30
1,1,307,0,1,1,0,0,2,1,3,3,2,1,1,0,41326,1737,0,1.0,16
2,1,266,0,1,1,0,0,2,2,2,1,2,1,1,0,41401,5340,0,2.0,128
2,7,292,0,1,7,0,0,2,2,2,1,1,1,1,0,41326,3118,0,3.0,12
2,4,265,0,1,3,0,0,1,2,2,2,2,1,1,0,41401,3340,0,1.0,6
2,4,266,295,2,2,5,0,2,1,2,1,2,1,1,0,41401,4948,0,2.0,94
1,24,307,0,2,1,2,0,1,2,1,1,1,1,1,100,41327,5513,0,3.0,135
2,8,266,265,3,2,4,7,2,1,2,1,2,1,3,0,41327,1797,0,2.0,47
1,0,307,307,3,1,2,4,2,2,2,2,2,1,7,0,41401,1507,0,1.0,16
1,2,307,0,1,1,2,3,2,2,1,1,2,1,1,0,41326,5451,0,5.0,49
1,1,189,307,1,1,2,0,2,2,2,2,2,1,1,0,41326,1981,0,5.0,6
1,2,307,0,2,2,5,7,2,3,1,1,2,1,1,0,41401,5186,0,5.0,39
1,1,307,307,2,1,7,0,2,1,2,3,2,1,1,0,41326,1773,0,1.0,8
1,8,307,0,1,2,0,0,2,1,2,2,2,1,1,0,41336,3161,0,2.0,174
2,4,266,0,1,3,0,0,1,1,2,1,2,1,1,0,41326,1675,0,3.0,60
1,48,205,0,2,2,7,0,1,3,1,1,1,1,1,300,41326,3007,0,1.0,232
2,2,273,0,2,1,3,7,1,1,2,1,2,2,3,0,41401,404,0,1.0,3
1,1,307,189,2,1,3,0,2,2,3,3,3,1,1,0,41326,5410,0,1.0,11
2,2,266,254,1,6,7,0,1,1,2,2,2,1,1,0,41326,4882,0,4.0,21
1,12,103,307,2,1,6,0,2,3,1,1,1,1,1,0,41326,3482,0,3.0,65
1,2,307,0,3,1,7,0,2,1,2,2,2,1,2,0,41326,4744,0,6.0,62
1,2,307,0,2,1,2,7,2,1,2,1,2,1,1,0,41326,1527,0,1.0,51
2,4,265,0,1,1,0,0,1,2,2,1,2,1,1,0,41326,4748,0,1.0,55
1,2,307,0,1,1,2,4,2,1,3,3,2,1,5,0,41332,4431,0,14.0,30
1,2,307,0,2,1,2,0,2,2,1,1,2,1,1,0,41330,1962,0,3.0,8
1,48,307,0,2,2,0,0,1,2,1,1,3,1,1,0,41401,2342,0,2.0,127
1,64,109,0,1,2,3,4,3,2,1,1,2,1,1,0,41326,1651,0,2.0,32
