Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt,description_wordcount,age_category
1,2,307,0,2,5,7,0,2,1,2,2,2,1,1,0,41401,1,5.0,27,0.0
2,2,266,0,3,1,3,7,2,1,2,2,2,1,6,0,41401,0,19.0,180,0.0
1,1,307,141,3,2,0,0,2,1,2,2,2,1,2,0,41326,0,5.0,37,0.0
1,2,307,0,1,1,0,0,2,1,2,1,2,1,1,0,41401,0,1.0,22,0.0
1,1,307,0,2,1,5,0,2,2,2,1,2,1,1,0,41401,0,4.0,72,0.0
2,1,266,0,3,1,2,7,2,1,2,2,2,1,4,0,41326,0,4.0,16,0.0
1,4,307,0,2,4,7,0,2,1,1,1,3,1,1,0,41401,0,5.0,33,0.0
1,2,307,0,2,7,0,0,2,1,2,2,2,1,1,20,41327,0,1.0,20,0.0
2,4,266,266,2,1,3,7,2,2,2,2,2,1,1,0,41401,0,11.0,63,0.0
1,2,307,0,2,1,0,0,2,1,2,2,2,1,1,0,41326,0,1.0,22,0.0
1,84,141,0,1,5,0,0,3,2,3,3,3,1,1,0,41401,0,2.0,66,3.0
1,2,307,0,1,1,2,7,2,1,2,1,2,1,1,0,41401,0,3.0,74,0.0
2,4,266,0,1,1,2,7,1,1,2,1,2,1,1,10,41401,0,4.0,91,0.0
1,2,307,0,1,1,0,0,2,1,1,1,2,1,1,0,41326,0,1.0,51,0.0
1,3,307,0,2,1,0,0,2,1,2,2,2,1,1,0,41326,0,5.0,71,0.0
1,39,205,0,2,2,3,7,2,3,1,1,2,1,1,250,41401,0,2.0,17,1.0
2,24,266,0,1,2,4,7,3,1,1,1,2,1,1,0,41326,0,2.0,187,1.0
2,3,265,0,1,1,7,0,3,2,2,2,2,1,1,0,41401,0,6.0,15,0.0
1,9,200,0,2,5,0,0,2,1,2,2,2,1,1,0,41326,0,1.0,38,2.0
1,12,307,119,3,2,5,7,2,2,1,1,1,1,2,0,41330,0,4.0,12,2.0
2,2,266,0,1,1,7,0,2,1,2,1,2,1,1,0,41326,0,14.0,37,0.0
2,1,254,266,2,1,3,7,2,1,2,1,2,1,1,0,41326,0,6.0,161,0.0
1,5,218,307,2,7,0,0,2,2,2,2,2,1,1,50,41326,0,4.0,17,0.0
1,12,307,0,2,2,5,7,2,1,3,3,3,1,1,0,41327,0,5.0,61,2.0
1,60,179,0,2,2,0,0,1,1,1,1,1,2,1,0,41326,0,4.0,190,1.0
1,2,218,307,2,2,5,7,2,1,2,2,2,1,1,0,41326,0,6.0,44,0.0
1,2,307,0,1,1,2,0,2,1,2,2,2,1,1,0,41401,0,5.0,8,0.0
1,3,239,307,2,2,0,0,2,1,3,3,2,1,1,0,41326,0,2.0,22,0.0
1,11,307,103,1,1,2,0,2,2,3,3,3,1,1,0,41326,0,4.0,35,2.0
1,3,307,0,1,1,7,0,2,2,2,1,2,1,1,0,41325,0,1.0,36,0.0
1,2,141,307,2,1,0,0,3,2,2,2,2,1,1,0,41326,0,2.0,78,0.0
1,2,307,0,2,2,0,0,2,2,1,1,2,1,2,0,41326,0,3.0,74,0.0
1,36,141,0,1,5,0,0,2,1,1,1,2,1,1,0,41401,0,1.0,36,1.0
1,2,307,189,1,1,5,7,1,1,2,2,2,1,4,0,41327,0,3.0,77,0.0
2,3,266,0,1,1,7,0,2,2,2,2,2,1,1,0,41330,0,5.0,36,0.0
1,11,307,0,1,2,7,0,2,1,1,1,1,1,1,150,41326,0,3.0,29,2.0
2,5,265,285,2,1,3,7,1,1,1,1,2,1,1,100,41326,0,2.0,6,0.0
1,4,307,307,2,2,0,0,2,1,1,1,2,1,1,0,41326,0,4.0,21,0.0
1,108,69,69,1,2,0,0,1,3,1,1,1,1,1,0,41330,0,3.0,71,3.0
1,3,307,103,3,1,2,0,3,2,2,1,2,1,2,0,41326,0,6.0,39,0.0
2,3,266,0,2,6,7,0,2,1,2,1,2,1,1,50,41326,0,7.0,174,0.0
1,2,307,0,1,1,2,0,2,1,2,2,2,1,1,20,41327,0,1.0,32,0.0
2,6,292,0,3,2,6,7,2,2,1,1,1,1,2,0,41401,0,5.0,42,0.0
2,2,266,0,2,1,3,7,2,1,2,2,2,1,1,0,41332,0,4.0,81,0.0
1,12,199,141,1,2,7,0,2,2,1,1,1,1,1,0,41326,0,10.0,77,2.0
1,1,70,307,1,1,7,0,2,1,2,2,2,1,1,0,41326,0,5.0,72,0.0
1,3,307,0,2,2,0,0,2,1,2,1,2,1,1,0,41330,0,1.0,62,0.0
2,4,266,0,1,6,7,0,2,1,2,2,2,1,1,0,41326,0,5.0,9,0.0
1,36,307,0,1,1,2,0,3,1,1,1,1,1,1,0,41401,0,2.0,9,1.0
1,1,307,218,2,2,7,0,2,3,2,2,2,2,1,20,41327,0,2.0,31,0.0
1,2,307,0,2,2,7,0,2,1,3,3,3,1,1,0,41326,0,7.0,83,0.0
1,1,307,0,2,2,0,0,2,1,2,2,2,1,1,0,41326,0,1.0,11,0.0
1,1,307,307,2,1,7,0,2,1,2,3,2,1,1,0,41326,0,1.0,4,0.0
2,1,266,0,1,6,7,0,1,1,2,2,2,1,1,0,41326,0,3.0,112,0.0
2,2,266,0,3,2,4,7,1,1,2,1,2,1,2,0,41326,0,5.0,88,0.0
1,24,20,0,1,2,5,7,2,1,1,1,1,1,1,0,41401,0,1.0,32,1.0
2,60,265,265,2,1,4,0,2,2,1,1,1,1,2,0,41326,0,2.0,51,1.0
1,24,307,0,1,2,5,7,2,1,1,1,1,1,1,0,41330,0,4.0,80,1.0
2,2,266,0,1,1,7,0,1,1,2,1,2,1,1,0,41326,0,1.0,48,0.0
1,3,307,0,2,1,2,5,2,1,1,1,2,1,1,0,41326,0,7.0,42,0.0
2,12,266,0,2,1,6,7,2,1,2,2,2,1,1,0,41401,0,12.0,839,2.0
2,7,265,0,2,6,0,0,1,2,1,1,1,1,1,0,41326,0,2.0,29,2.0
1,3,307,0,1,2,0,0,2,1,1,1,2,1,1,0,41326,0,4.0,62,0.0
1,1,307,0,1,1,2,7,1,2,2,2,2,1,1,0,41326,0,2.0,5,0.0
2,2,266,0,3,1,7,0,2,1,2,2,2,1,3,0,41326,0,1.0,14,0.0
1,1,307,0,2,1,7,0,2,1,2,2,2,1,1,0,41330,1,5.0,132,0.0
1,2,307,307,2,2,0,0,2,2,2,1,2,1,1,0,41326,0,3.0,3,0.0
2,2,303,265,1,1,2,4,1,2,2,2,2,1,1,0,41326,0,5.0,123,0.0
2,1,266,0,1,1,6,0,1,1,2,2,2,1,1,30,41336,0,8.0,49,0.0
2,3,265,0,1,1,0,0,1,2,2,2,2,1,1,0,41326,0,1.0,12,0.0
1,5,72,72,1,1,7,0,1,2,1,1,2,1,1,0,41326,0,10.0,4,0.0
1,24,178,307,1,4,7,0,1,2,3,3,3,1,1,0,41401,0,9.0,89,1.0
2,3,266,0,1,2,5,0,1,1,2,1,2,1,1,0,41401,0,3.0,21,0.0
1,3,307,0,2,1,2,0,2,1,1,1,1,1,1,0,41401,0,5.0,44,0.0
1,2,307,0,1,1,2,5,2,2,2,1,2,1,3,0,41326,0,14.0,53,0.0
1,24,307,60,1,5,0,0,2,2,3,3,2,1,1,0,41326,0,5.0,2,1.0
2,0,266,0,1,3,4,7,1,1,2,2,2,1,1,20,41326,1,5.0,146,0.0
2,6,266,0,1,1,0,0,2,1,3,3,3,1,1,0,41401,0,4.0,96,0.0
2,3,299,265,3,6,0,0,2,2,2,2,2,1,3,0,41326,0,7.0,26,0.0
1,2,307,0,2,1,7,0,2,1,2,2,2,1,1,20,41327,0,1.0,32,0.0
2,3,306,0,2,1,7,0,1,3,3,3,2,1,1,0,41326,0,6.0,99,0.0
1,1,307,0,2,5,0,0,1,2,2,2,2,1,1,0,41326,0,5.0,8,0.0
2,4,266,0,2,5,6,7,2,1,2,2,2,1,1,10,41361,0,5.0,33,0.0
1,1,307,0,2,2,0,0,2,2,2,2,2,1,1,0,41327,0,1.0,15,0.0
2,0,266,0,2,1,0,0,1,1,2,2,2,1,1,0,41336,0,0.0,35,0.0
2,3,266,264,2,1,2,5,1,2,2,2,2,1,2,100,41326,0,3.0,15,0.0
2,3,265,0,2,1,2,6,2,2,1,1,2,1,1,60,41326,0,5.0,237,0.0
2,1,265,0,1,1,2,7,2,2,3,3,1,1,1,0,41401,0,5.0,39,0.0
2,2,266,264,2,2,5,7,2,2,2,2,2,1,1,20,41326,0,4.0,111,0.0
2,3,266,0,1,1,2,7,2,1,2,1,2,1,1,0,41336,0,3.0,69,0.0
1,2,307,307,2,1,7,0,2,1,2,2,2,1,1,0,41326,0,1.0,33,0.0
1,2,307,307,1,1,2,7,2,1,2,2,2,1,8,0,41326,0,7.0,7,0.0
1,120,307,0,2,3,5,0,2,1,1,1,1,1,1,0,41327,0,3.0,49,3.0
1,1,307,0,3,1,2,7,2,2,1,1,2,1,5,0,41401,0,5.0,131,0.0
1,18,179,0,1,7,0,0,1,2,3,3,3,2,1,120,41326,0,3.0,155,1.0
1,2,307,0,1,2,0,0,2,2,1,1,2,1,1,50,41326,0,1.0,6,0.0
1,2,307,0,1,1,5,7,2,1,1,1,2,1,2,0,41401,0,3.0,86,0.0
1,2,307,0,2,1,2,0,2,2,2,1,2,1,1,1,41330,0,2.0,62,0.0
2,2,283,247,1,1,3,6,2,1,2,1,2,1,1,8,41326,0,10.0,186,0.0
2,6,285,303,2,1,2,4,1,2,2,2,2,1,1,0,41401,0,3.0,121,0.0
1,12,205,0,2,5,0,0,1,3,1,1,1,1,1,0,41326,0,2.0,13,2.0
1,1,307,307,1,1,2,5,2,2,1,1,2,1,1,0,41326,0,2.0,53,0.0
2,2,265,0,3,1,3,0,1,2,2,2,2,1,3,0,41335,0,1.0,9,0.0
1,2,307,0,2,2,0,0,2,1,2,1,2,1,2,0,41326,0,2.0,144,0.0
2,2,266,266,3,1,6,0,2,2,2,2,2,1,4,0,41326,0,3.0,10,0.0
1,24,307,307,2,5,7,0,2,2,1,1,1,1,1,0,41401,0,2.0,83,1.0
1,48,178,0,1,2,3,7,1,3,1,1,2,1,1,200,41326,0,2.0,38,1.0
2,3,266,0,2,2,5,6,1,1,2,2,2,1,1,0,41401,0,5.0,112,0.0
1,1,224,307,1,7,0,0,2,1,2,2,2,1,1,0,41401,0,3.0,15,0.0
2,4,266,0,2,3,7,0,2,2,3,1,2,1,1,0,41326,0,1.0,84,0.0
2,10,266,0,2,6,7,0,2,1,2,2,2,1,1,0,41326,0,4.0,20,2.0
2,3,266,0,2,1,7,0,2,2,2,2,2,1,1,0,41326,1,4.0,95,0.0
1,3,26,307,1,1,2,0,2,1,3,3,2,1,1,0,41326,0,4.0,23,0.0
1,5,307,0,3,2,5,0,2,2,1,1,2,1,2,0,41401,0,5.0,31,0.0
2,3,266,0,1,1,0,0,1,1,2,1,2,1,1,0,41326,0,1.0,97,0.0
1,3,26,307,1,1,2,0,2,1,1,1,2,1,1,0,41326,0,3.0,182,0.0
1,5,307,0,2,1,0,0,2,1,3,1,3,1,1,0,41326,0,2.0,10,0.0
1,96,69,69,1,2,3,5,2,2,1,1,2,1,2,0,41326,0,4.0,176,3.0
2,1,265,0,3,1,2,0,2,2,2,2,2,1,2,0,41401,0,5.0,15,0.0
2,9,265,285,2,5,7,0,2,2,2,1,2,1,1,0,41326,0,2.0,10,2.0
2,1,266,0,1,1,6,0,1,2,2,2,2,1,1,0,41326,2,9.0,128,0.0
2,2,266,0,2,1,7,0,2,1,2,1,2,1,1,0,41326,0,5.0,41,0.0
2,12,266,0,2,1,0,0,2,1,2,2,2,1,3,0,41330,0,5.0,67,2.0
1,2,307,307,1,2,0,0,2,2,2,1,2,1,1,0,41326,0,5.0,3,0.0
1,5,204,307,1,2,5,0,3,1,3,3,3,1,1,0,41326,0,3.0,39,0.0
2,1,243,245,2,1,2,7,1,1,2,2,2,2,1,0,41326,0,4.0,35,0.0
2,12,254,0,2,1,4,7,1,1,2,2,2,1,1,0,41326,0,1.0,46,2.0
2,2,266,0,3,1,2,0,2,1,2,1,2,1,2,0,41326,0,3.0,78,0.0
2,4,265,0,2,1,4,7,3,2,2,2,3,1,1,0,41326,0,2.0,22,0.0
2,1,266,266,3,1,4,7,1,1,2,2,2,1,3,0,41326,0,1.0,69,0.0
1,12,83,0,2,3,0,0,1,2,3,3,3,1,1,0,41401,0,0.0,54,2.0
1,42,307,0,1,1,7,0,2,2,1,1,2,1,1,0,41401,0,2.0,24,1.0
1,2,307,0,2,1,2,0,2,2,2,2,2,1,1,0,41330,0,2.0,53,0.0
1,3,307,103,1,1,2,0,2,2,1,1,2,1,1,0,41326,0,5.0,3,0.0
1,2,307,0,2,2,0,0,2,1,2,1,2,1,1,0,41326,0,1.0,8,0.0
2,2,266,0,1,1,2,7,2,2,2,2,2,1,1,0,41326,0,7.0,124,0.0
2,2,266,0,2,7,0,0,1,1,2,1,2,1,1,0,41327,0,5.0,78,0.0
1,3,307,307,3,1,4,0,2,1,2,2,2,1,2,0,41330,0,5.0,37,0.0
1,1,141,0,2,1,4,7,2,1,2,2,2,1,1,0,41325,0,1.0,3,0.0
2,2,292,265,1,2,5,6,2,2,2,3,2,1,1,20,41326,0,3.0,112,0.0
2,5,266,0,3,1,2,3,2,1,1,1,2,1,3,0,41332,0,5.0,107,0.0
1,1,307,0,2,5,7,0,3,2,2,2,2,1,1,0,41327,0,2.0,60,0.0
2,12,243,305,3,1,3,7,2,2,2,2,2,1,4,25,41326,0,1.0,68,2.0
1,2,307,0,2,1,2,0,2,1,3,3,2,1,1,0,41326,0,1.0,13,0.0
2,2,265,0,2,1,6,0,2,2,2,1,2,1,1,50,41326,0,11.0,259,0.0
2,3,266,0,2,4,7,0,2,1,1,1,2,1,2,0,41326,0,5.0,14,0.0
1,24,152,307,1,1,2,0,2,1,1,1,1,2,1,160,41401,0,6.0,68,1.0
1,72,205,207,1,1,6,7,1,3,1,1,1,1,1,200,41326,0,9.0,200,1.0
2,36,266,0,2,1,2,7,1,1,1,1,2,1,3,0,41326,0,1.0,48,1.0
1,1,307,0,1,1,2,0,2,2,2,2,2,1,1,0,41327,0,1.0,20,0.0
1,1,307,307,2,1,2,0,1,1,2,1,2,1,3,50,41330,1,11.0,107,0.0
2,2,252,292,2,6,7,0,2,2,2,2,2,1,1,0,41326,0,4.0,14,0.0
2,1,266,0,1,4,7,0,1,1,2,1,2,1,1,0,41326,0,3.0,17,0.0
2,2,266,0,3,1,4,6,1,1,2,2,2,1,3,0,41326,0,9.0,129,0.0
1,3,307,0,2,1,7,0,2,2,1,1,2,1,1,0,41326,1,8.0,96,0.0
1,2,307,0,1,1,0,0,2,2,2,2,2,1,1,0,41326,0,5.0,63,0.0
1,0,50,307,1,1,7,0,2,1,2,2,2,1,1,0,41401,0,6.0,26,0.0
1,2,307,0,2,1,2,5,3,1,1,1,2,1,1,0,41326,0,4.0,35,0.0
1,10,213,178,1,3,5,0,2,3,1,1,2,1,1,0,41326,0,9.0,89,2.0
2,1,266,0,2,1,3,7,2,1,2,2,2,1,1,0,41326,0,2.0,12,0.0
1,4,307,0,2,5,0,0,2,2,1,1,2,1,1,0,41326,0,1.0,31,0.0
1,3,307,0,2,1,2,5,2,1,1,1,2,1,1,0,41326,0,13.0,57,0.0
2,2,265,0,2,7,0,0,1,2,2,2,2,1,1,10,41326,0,1.0,33,0.0
2,12,265,0,1,7,0,0,2,2,2,2,2,1,1,0,41326,0,1.0,64,2.0
2,2,265,0,1,1,6,0,2,2,1,1,2,2,1,0,41401,0,5.0,61,0.0
1,3,307,0,2,1,2,0,2,2,1,1,2,1,1,0,41326,0,2.0,49,0.0
1,2,307,307,1,2,7,0,2,2,1,1,2,1,1,0,41326,0,1.0,6,0.0
1,18,205,0,1,2,5,7,1,2,1,1,1,2,1,0,41401,0,1.0,26,1.0
2,2,265,0,3,1,5,7,2,2,2,2,2,1,2,0,41326,0,1.0,11,0.0
2,1,266,0,1,3,4,7,2,1,2,2,2,1,1,0,41326,1,3.0,156,0.0
1,2,307,0,1,1,2,0,2,2,1,1,2,1,1,0,41326,0,1.0,52,0.0
2,3,266,0,1,3,4,7,1,1,1,1,2,1,1,0,41401,0,4.0,192,0.0
1,1,307,307,1,1,2,0,2,2,2,1,2,1,1,0,41326,0,1.0,3,0.0
1,2,307,218,2,2,7,0,3,2,1,1,2,1,1,0,41326,0,6.0,21,0.0
1,1,307,0,2,5,0,0,2,1,2,2,2,1,1,0,41326,0,1.0,104,0.0
1,1,307,0,2,1,7,0,2,2,1,1,2,1,1,0,41326,0,1.0,7,0.0
2,3,266,0,1,1,6,7,2,1,2,2,2,1,1,0,41401,0,3.0,75,0.0
2,4,266,0,1,3,0,0,2,2,2,2,2,1,1,0,41326,0,1.0,11,0.0
2,2,266,0,2,3,0,0,2,1,2,1,2,1,1,0,41332,1,3.0,13,0.0
1,2,307,0,2,2,7,0,2,2,3,1,3,1,1,0,41401,0,1.0,106,0.0
2,3,266,266,3,1,4,6,1,2,2,2,2,1,6,0,41326,0,5.0,10,0.0
1,2,179,218,2,2,7,0,2,2,2,2,2,1,1,0,41326,0,4.0,81,0.0
2,3,266,0,2,5,6,7,1,1,2,2,2,1,1,0,41401,0,5.0,110,0.0
2,3,266,0,2,1,0,0,3,2,2,2,3,1,1,0,41326,0,2.0,22,0.0
2,3,266,0,1,1,7,0,2,1,3,3,3,1,1,0,41327,0,2.0,10,0.0
1,2,307,0,1,2,7,0,2,1,1,1,2,1,1,0,41326,0,3.0,54,0.0
1,3,307,0,1,2,0,0,2,1,1,1,2,1,1,0,41336,1,7.0,77,0.0
1,1,307,0,3,1,2,5,2,1,1,3,3,1,5,0,41326,0,3.0,245,0.0
2,38,265,0,2,5,7,0,2,2,2,2,2,1,1,0,41326,0,2.0,93,1.0
1,25,195,0,1,6,7,0,2,3,1,1,2,1,1,100,41326,0,2.0,3,1.0
2,3,266,0,1,4,0,0,1,1,2,2,2,1,1,0,41401,2,7.0,46,0.0
1,1,307,0,2,5,0,0,2,2,2,1,2,1,1,0,41326,0,4.0,22,0.0
1,4,103,0,3,1,2,0,3,2,1,1,3,1,2,3000,41325,0,5.0,87,0.0
2,5,271,248,2,1,6,7,2,2,3,3,3,1,1,0,41401,0,13.0,6,0.0
1,1,141,307,2,1,2,0,2,1,1,1,2,1,1,50,41326,0,2.0,100,0.0
1,5,307,0,1,3,0,0,2,1,1,1,2,1,1,0,41326,0,2.0,65,0.0
2,2,266,0,1,4,7,0,2,1,2,1,2,1,1,0,41401,0,4.0,43,0.0
2,3,271,292,2,5,0,0,1,1,2,1,2,1,1,0,41401,0,5.0,27,0.0
2,1,266,266,2,4,7,0,1,2,1,1,2,2,1,50,41326,0,10.0,56,0.0
2,1,266,0,2,1,7,0,1,1,2,2,3,1,1,0,41401,1,3.0,55,0.0
2,36,289,264,3,6,0,0,2,3,1,1,2,1,5,0,41326,0,5.0,53,1.0
1,2,307,0,1,1,7,0,2,2,1,1,2,1,1,0,41401,0,3.0,66,0.0
1,1,307,0,2,1,2,7,1,2,1,1,2,1,1,0,41330,0,5.0,40,0.0
2,18,304,288,3,2,5,0,3,2,3,3,2,1,5,50,41401,0,5.0,107,1.0
2,2,266,0,1,3,0,0,1,1,2,1,2,1,1,0,41325,0,4.0,41,0.0
1,2,307,0,2,2,7,0,2,1,2,1,2,1,1,5,41327,0,1.0,24,0.0
2,1,285,263,2,1,2,3,3,3,2,1,2,1,1,100,41401,2,5.0,52,0.0
1,3,307,78,2,1,2,0,2,1,1,1,2,1,1,200,41326,0,5.0,119,0.0
1,2,307,0,1,1,7,0,2,1,1,1,2,1,1,0,41401,0,2.0,13,0.0
2,2,266,0,1,1,7,0,1,1,2,1,2,1,1,0,41326,0,7.0,61,0.0
2,2,266,0,2,1,4,7,1,1,2,2,2,1,1,0,41326,0,11.0,62,0.0
2,6,299,266,1,7,0,0,2,2,2,2,2,1,1,0,41401,0,6.0,80,0.0
2,3,266,0,1,1,6,7,2,1,1,1,2,1,1,0,41326,0,5.0,160,0.0
1,18,17,218,2,5,0,0,1,2,3,1,3,1,1,100,41326,0,4.0,210,1.0
1,1,307,0,3,1,2,7,2,1,2,2,2,1,9,0,41326,2,14.0,117,0.0
2,3,266,0,2,7,0,0,1,1,2,2,2,1,1,0,41401,0,1.0,61,0.0
2,8,266,0,2,6,7,0,2,1,3,3,3,1,1,0,41401,0,5.0,146,2.0
2,1,266,0,3,1,4,7,2,1,2,2,2,1,3,0,41336,0,3.0,37,0.0
2,12,245,0,2,1,2,7,2,3,2,1,1,1,1,300,41401,0,3.0,194,2.0
2,1,266,0,1,1,2,3,2,1,2,2,2,1,1,0,41401,0,1.0,15,0.0
2,1,266,266,3,1,7,0,2,1,2,2,2,1,4,0,41401,0,2.0,148,0.0
2,1,265,0,1,5,7,0,3,2,2,1,2,1,1,80,41326,0,5.0,16,0.0
2,8,266,0,1,6,0,0,2,1,2,2,2,1,1,50,41327,0,6.0,132,2.0
1,8,307,0,1,2,0,0,3,1,1,1,2,1,1,0,41326,0,5.0,52,2.0
2,3,266,0,1,5,0,0,2,1,2,1,2,1,1,0,41401,1,12.0,40,0.0
1,2,307,307,3,1,2,6,2,1,2,1,2,1,2,80,41336,0,4.0,228,0.0
1,3,39,0,2,1,7,0,2,1,2,2,2,1,1,0,41326,0,5.0,20,0.0
2,2,266,0,2,1,0,0,1,1,1,1,2,1,1,0,41401,0,5.0,30,0.0
2,1,306,288,1,1,7,0,1,2,2,1,2,1,1,0,41401,0,1.0,42,0.0
1,2,141,307,1,1,0,0,2,1,1,1,2,1,1,0,41326,0,2.0,244,0.0
1,2,307,0,1,1,2,0,2,1,1,1,2,1,1,0,41326,0,12.0,64,0.0
1,3,307,0,2,2,0,0,2,1,2,1,2,1,1,80,41326,0,1.0,22,0.0
1,24,307,0,1,1,4,0,2,1,3,3,3,1,1,0,41336,0,3.0,44,1.0
2,5,299,0,1,4,5,0,2,1,1,1,2,1,1,0,41326,0,4.0,67,0.0
2,4,264,0,2,2,4,7,2,3,1,1,2,1,1,50,41326,0,5.0,154,0.0
2,1,266,265,1,3,7,0,2,1,2,2,2,1,1,50,41326,0,8.0,110,0.0
2,4,266,0,3,3,6,0,3,1,2,2,2,1,3,0,41326,0,2.0,50,0.0
1,24,307,39,2,1,7,0,2,2,3,1,1,1,1,0,41401,0,1.0,151,1.0
1,2,307,0,2,1,2,7,2,1,1,1,2,1,1,0,41326,0,7.0,3,0.0
2,36,285,0,2,2,0,0,2,3,2,2,2,1,1,100,41326,0,1.0,22,1.0
1,42,130,307,3,1,7,0,2,2,1,1,1,1,2,0,41326,0,4.0,138,1.0
1,32,128,0,2,2,7,0,1,1,1,1,1,1,1,0,41327,0,2.0,54,1.0
2,3,266,266,2,1,4,7,2,1,1,1,2,1,2,0,41326,0,3.0,89,0.0
1,2,307,0,2,2,0,0,1,1,1,1,2,1,1,0,41401,0,5.0,122,0.0
2,1,292,0,2,2,6,7,1,2,2,2,2,1,1,0,41324,0,5.0,60,0.0
2,1,266,0,2,1,7,0,2,1,2,1,2,1,1,0,41326,1,8.0,137,0.0
2,2,266,0,1,1,2,7,1,1,2,2,2,1,1,0,41326,0,3.0,54,0.0
1,1,307,0,3,1,2,7,2,1,2,2,2,1,4,0,41326,0,8.0,23,0.0
2,2,299,266,2,1,6,0,1,1,1,1,2,1,1,0,41327,1,5.0,175,0.0
1,1,307,0,1,1,2,0,2,1,3,3,3,1,3,0,41326,0,1.0,182,0.0
2,5,266,0,1,2,5,0,1,1,1,1,2,1,1,0,41401,0,1.0,77,0.0
2,5,266,0,2,6,7,0,1,1,3,1,1,1,6,0,41326,0,3.0,66,0.0
1,1,307,0,2,2,5,7,2,2,2,2,2,1,1,0,41327,0,0.0,47,0.0
1,12,218,307,1,1,0,0,2,2,3,3,3,1,1,0,41401,0,3.0,235,2.0
1,2,307,0,2,1,0,0,2,1,2,2,2,3,2,0,41401,0,2.0,49,0.0
2,3,264,278,1,1,0,0,2,3,1,1,2,1,1,100,41326,0,2.0,113,0.0
2,36,254,303,2,1,4,7,2,2,1,1,1,1,1,0,41326,1,2.0,227,1.0
1,5,307,189,2,2,0,0,2,1,2,2,2,1,1,0,41324,0,13.0,114,0.0
1,2,307,307,2,1,2,0,2,1,1,1,3,1,3,0,41326,0,3.0,1,0.0
1,1,307,307,2,7,0,0,2,2,1,1,2,1,1,0,41326,0,2.0,2,0.0
2,4,266,0,2,3,4,7,1,1,2,2,2,1,1,0,41401,0,1.0,52,0.0
2,1,266,0,1,1,0,0,1,1,2,2,2,1,1,0,41361,0,1.0,7,0.0
2,3,266,266,3,2,6,7,1,1,2,2,2,1,3,0,41401,0,6.0,153,0.0
1,2,307,307,2,1,2,3,2,2,1,1,2,1,1,0,41326,0,3.0,65,0.0
1,17,49,0,2,7,0,0,1,1,1,1,2,1,1,0,41326,0,2.0,5,1.0
1,3,307,78,2,1,3,0,2,1,1,1,1,1,1,0,41326,0,10.0,43,0.0
1,36,100,0,2,4,0,0,1,1,2,2,3,2,1,0,41326,0,1.0,43,1.0
2,5,264,0,2,6,0,0,2,2,2,1,2,2,1,100,41327,0,6.0,70,0.0
2,1,299,0,1,6,0,0,1,1,2,2,2,1,1,0,41326,0,7.0,49,0.0
1,1,307,307,2,3,5,0,2,2,2,2,2,1,1,0,41326,0,3.0,55,0.0
2,1,266,266,3,3,6,7,2,1,2,2,2,1,4,0,41326,0,6.0,60,0.0
2,1,266,0,2,1,6,7,2,1,2,1,2,1,1,0,41326,0,7.0,10,0.0
2,4,264,0,2,1,0,0,3,3,2,1,2,1,1,100,41401,0,4.0,22,0.0
1,7,307,14,1,1,5,0,2,2,1,1,1,1,1,0,41330,0,6.0,236,2.0
2,1,266,0,1,1,6,7,2,1,2,2,2,1,1,0,41332,0,2.0,49,0.0
1,9,19,128,2,2,5,7,2,1,1,1,2,1,1,0,41326,0,4.0,78,2.0
2,7,265,0,1,1,7,0,2,2,1,1,1,1,1,0,41326,0,5.0,32,2.0
2,5,265,0,1,3,4,7,2,2,1,1,2,1,1,0,41326,0,2.0,12,0.0
2,0,266,0,2,1,6,0,1,1,3,3,3,1,1,0,41326,0,5.0,16,0.0
1,12,189,0,2,1,2,0,2,1,3,3,3,1,1,0,41401,0,5.0,40,2.0
1,60,213,307,2,1,0,0,2,2,1,1,1,1,1,0,41401,1,4.0,139,1.0
2,2,265,0,2,1,0,0,2,2,2,2,2,1,1,0,41326,0,1.0,23,0.0
2,2,264,0,3,1,3,7,1,3,2,2,2,1,5,0,41326,0,8.0,49,0.0
1,48,307,307,1,2,0,0,1,1,1,1,1,1,1,0,41326,0,3.0,2,1.0
2,1,299,0,3,2,5,6,2,2,1,1,1,1,3,50,41326,0,5.0,103,0.0
2,2,266,0,2,1,5,0,2,1,2,1,2,1,1,0,41326,0,3.0,10,0.0
2,5,265,0,2,6,0,0,1,2,1,1,1,1,1,0,41401,0,5.0,88,0.0
1,12,307,0,2,4,5,0,2,2,1,1,1,1,1,0,41326,0,1.0,74,2.0
1,2,307,0,2,1,2,0,3,1,1,1,2,1,1,0,41326,0,5.0,15,0.0
1,3,307,0,1,1,7,0,2,2,1,1,2,1,1,0,41326,0,5.0,13,0.0
1,2,60,0,3,1,3,0,2,1,1,1,2,1,2,0,41326,0,4.0,58,0.0
2,1,266,0,2,1,2,4,1,1,2,2,2,1,1,0,41361,0,1.0,7,0.0
2,14,265,0,1,1,5,7,3,2,2,2,2,1,1,0,41401,0,5.0,54,1.0
1,12,307,307,1,2,7,0,2,2,3,3,3,1,1,0,41401,0,3.0,3,2.0
2,1,266,0,1,1,5,7,1,1,2,2,2,1,1,0,41326,0,4.0,44,0.0
